district,church_name,pastor,address,state,zip_code,phone
Central District,Rey De Justicia,Reverend Feliciano Arguello,"2828 Blanford Ave SW Albuquerque, NM 87121",NM,87121,(505) 453-9568
Central District,Roca de Refugio Grand Junction,,"2867 Orchard Ave Grand Junction, CO 81501",CO,81501,(970) 615-9128
Central District,Roca de Refugio Spanish Assembly of God,Reverend Benjamin Avina Munoz,"543 N Ute Ave Montrose, CO 81401",CO,81401,(970) 216-8695
Central District,Rosa De Saron Internacional Assembly of God,Reverend Reyna C Ruano,"323 E Freeport St Caldwell, ID 83605",ID,83605,(208) 353-7101
Central District,Sendero de la Cruz,Reverend Felipe F Guerra,"1624 E Bond St Hobbs, NM 88240",NM,88240,(575) 397-3791
Central District,Somos Vida,Reverend Marco A Alvarado,"10702 S 300 W South Jordan, UT 84095",UT,84095,(801) 849-1285
Central District,Spanish Assembly of God,Reverend Miguel Angel Perez,"1517 Gold Ave Gallup, NM 87301",NM,87301,(505) 722-5469
Central District,Spanish Assembly of God Vision Celestial,,"1302 W Chisum Ave Artesia, NM 88210",NM,88210,(575) 626-6581
Central District,Taos Assembly of God,Reverend Elsie L Chavez,"305 Burch St Taos, NM 87571",NM,87571,(575) 613-2018
Central District,Templo Betel Asamblea de Dios,Reverend Daniel Trejo,"1201 Hickox St Santa Fe, NM 87505",NM,87505,(505) 231-8171
Central District,Templo Bethel Assembly of God,,"2813 W 13Th St Greeley, CO 80634",CO,80634,(970) 643-6939
Central District,Templo Bethel Spanish Assembly of God,,"221 E Jefferson St Roswell, NM 88203",NM,88203,(575) 623-6852
Central District,Templo Cristiano,Reverend James J Archuleta,"8089 State Highway 15 Capulin, CO 81124",CO,81124,
Central District,Templo Emanuel Asamblea de Dios,Reverend Jose B Gutierrez,"280 Polk St American Falls, ID 83211",ID,83211,(208) 406-7845
Central District,Templo Emmanuel Centro Cristiano de Alabanza Asambleas de Dios,"Reverend Edward Jaramillo, Jr.","4935 E 41st Ave Denver, CO 80216",CO,80216,(303) 399-1111
Central District,Templo Gethsemani Assembly of God,,"6690 Monaco St Commerce City, CO 80022",CO,80022,(303) 317-6064
Central District,Templo Getsemani,,"301 S Ash St Yuma, CO 80759",CO,80759,(915) 630-8719
Central District,Templo Getsemani Asamblea de Dios,,"4 Private Drive 1646 Gallina, NM 87017",NM,87017,(575) 638-6922
Central District,Templo Sinai Assembly of God,Reverend Jonatan Lopez Duran,"800 McCormick School Rd Farmington, NM 87401",NM,87401,(505) 325-9389
Central District,The Colony Worship Center,,"18115 County Road 176 Fort Morgan, CO 80701",CO,80701,(970) 867-7874
Central District,The Lighthouse,,"State Highway 76 Chimayo, NM 87522",NM,87522,(505) 351-4464
Central District,Trinity Spanish Assembly of God,Reverend Juan M Martinez,"601 21st Ave Greeley, CO 80631",CO,80631,(970) 939-5665
Central District,Unidos Por Cristo Asamblea de Dios,Reverend Luis E Rodriguez,"1351 Grand Ave Longmont, CO 80501",CO,80501,(303) 725-2478
Central District,Vida Nueva Asamblea de Dios,Reverend Ramiro Rivera,"100 E 6th Ave Longmont, CO 80501",CO,80501,(303) 589-9450
Central District,Vida Nueva Christian Center,Reverend Josue A Rubio,"33520 Highway 6 Edwards, CO 81632",CO,81632,(970) 524-8432
